,end_time,energy_kWh,start_time,vehicle_id,,start_season,start_month,start_day,start_hour,start_min,end_season,end_month,end_day,end_hour,end_min,,same_day?,#_hours,start_hour_CI,mid_hours_total_CI,end_hour_CI,,#_min,start_hour_credits,mid_hour_credts,end_hour_credits,,total_credits
91,12/15/2018 12:57,9.3132,12/15/2018 11:43,63P7,,4,12,15,11,43,4,12,15,12,57,,1,2,89.84,0,91.17,,74,3.01158683027027E-05,0,6.6629149881081E-05,,9.67450181837837E-05
92,12/15/2018 14:56,9.3132,12/15/2018 13:28,63P7,,4,12,15,13,28,4,12,15,14,56,,1,2,92.03,0,93.36,,88,2.09699397818181E-05,0,8.32092087272718E-06,,2.92908606545453E-05
93,12/15/2018 12:32,1.791,12/15/2018 12:03,23P4,,4,12,15,12,3,4,12,15,12,32,,1,1,91.17,0,0,,29,1.6634808E-05,0,0,,1.6634808E-05
94,12/15/2018 7:35,0.21,12/15/2018 7:33,15P6,,4,12,15,7,33,4,12,15,7,35,,1,1,122.4,0,0,,2,-2.16594E-05,0,0,,-2.16594E-05
95,12/15/2018 10:26,3.15,12/15/2018 10:03,15P6,,4,12,15,10,3,4,12,15,10,26,,1,1,90.26,0,0,,23,3.95765999999999E-05,0,0,,3.95765999999999E-05
96,12/15/2018 18:36,5.04,12/15/2018 17:03,15P6,,4,12,15,17,3,4,12,15,18,36,,1,2,136.96,0,156.4,,93,-0.000480517501935,0,-0.000440021264516,,-0.000920538766452
97,12/15/2018 20:44,17.01,12/15/2018 7:08,25P1,,4,12,15,7,8,4,12,15,20,44,,1,14,122.4,1306.06,141.37,,816,-0.000111800726471,-0.000815249276471,-0.000157238438824,,-0.001084288441765
98,12/15/2018 2:26,6.09,12/15/2018 0:43,18P0,,4,12,15,0,43,4,12,15,2,26,,1,3,93.34,90.25,88.55,,103,1.48359495145632E-06,4.46994174757282E-05,2.87779106796117E-05,,7.49609231067962E-05
99,12/15/2018 21:57,13.02,12/15/2018 19:18,18P0,,4,12,15,19,18,4,12,15,21,57,,1,3,153,141.37,130.78,,159,-0.000733591018868,-0.000842280996226,-0.000622221378113,,-0.002198093393208
100,12/15/2018 12:25,18.06,12/15/2018 7:23,57P5,,4,12,15,7,23,4,12,15,12,25,,1,6,122.4,383.59,91.17,,302,-0.000228212618543,-0.000110957769536,1.38858675496689E-05,,-0.00032528452053
101,12/15/2018 1:54,0.364,12/15/2018 1:38,29P0,,4,12,15,1,38,4,12,15,1,54,,1,1,90.25,0,0,,16,4.58640000000001E-06,0,0,,4.58640000000001E-06
102,12/15/2018 4:00,0.272999999999999,12/15/2018 3:48,29P0,,4,12,15,3,48,4,12,15,4,0,,1,2,87.8,0,87.91,,12,5.84765999999998E-06,0,0,,5.84765999999998E-06
103,12/15/2018 5:26,0.364,12/15/2018 5:08,29P0,,4,12,15,5,8,4,12,15,5,26,,1,1,90.98,0,0,,18,3.62980799999999E-06,0,0,,3.62980799999999E-06
104,12/15/2018 5:54,0.182,12/15/2018 5:43,29P0,,4,12,15,5,43,4,12,15,5,54,,1,1,90.98,0,0,,11,1.814904E-06,0,0,,1.814904E-06
105,12/15/2018 13:31,6.91599999999999,12/15/2018 6:03,29P0,,4,12,15,6,3,4,12,15,13,31,,1,8,105.08,597.16,92.03,,448,-3.58908907499999E-05,-0.00011557377,2.96325899999998E-06,,-0.00014850140175
106,12/15/2018 19:40,1.82,12/15/2018 18:23,29P0,,4,12,15,18,23,4,12,15,19,40,,1,2,156.4,0,153,,77,-0.000197244981818,0,-0.000201665454545,,-0.000398910436364
107,12/15/2018 23:44,2.912,12/15/2018 20:03,29P0,,4,12,15,20,3,4,12,15,23,44,,1,4,141.37,246,102.03,,221,-0.000128755516235,-0.000166497882353,-1.72816263529412E-05,,-0.000312535024941
108,12/15/2018 7:19,1.992,12/15/2018 7:03,59P2,,4,12,15,7,3,4,12,15,7,19,,1,1,122.4,0,0,,16,-0.00020545488,0,0,,-0.00020545488
109,12/15/2018 13:12,28.552,12/15/2018 9:03,59P2,,4,12,15,9,3,4,12,15,13,12,,1,5,94.27,271.27,92.03,,249,-1.2235392E-05,0.00024718464,8.52019199999997E-06,,0.00024346944
110,12/15/2018 15:44,0,12/15/2018 15:23,59P2,,4,12,15,15,23,4,12,15,15,44,,1,1,95.25,0,0,,21,0,0,0,,0
111,12/15/2018 19:11,5.644,12/15/2018 18:58,16P3,,4,12,15,18,58,4,12,15,19,11,,1,2,156.4,0,153,,13,-0.000195838116923,0,-0.001018655169231,,-0.001214493286154
112,12/15/2018 12:21,7.8804,12/15/2018 11:03,40P2,,4,12,15,11,3,4,12,15,12,21,,1,2,89.84,0,91.17,,78,8.10602191384614E-05,0,1.97058494769231E-05,,0.000100766068615
113,12/15/2018 15:02,0,12/15/2018 14:53,40P2,,4,12,15,14,53,4,12,15,15,2,,1,2,93.36,0,95.25,,9,0,0,0,,0
114,12/15/2018 14:53,6.93,12/15/2018 3:38,36P6,,4,12,15,3,38,4,12,15,14,53,,1,12,87.8,973.16,93.36,,675,4.838064E-06,-7.90796160000001E-05,7.63963199999991E-07,,-7.34775888000001E-05
115,12/15/2018 1:41,7.968,12/15/2018 0:08,45P7,,4,12,15,0,8,4,12,15,1,41,,1,2,93.34,0,90.25,,93,6.57591329032261E-06,0,4.42609548387097E-05,,5.08368681290323E-05
116,12/15/2018 6:06,0.364,12/15/2018 5:53,26P9,,4,12,15,5,53,4,12,15,6,6,,1,2,90.98,0,105.08,,13,1.954512E-06,0,-6.852384E-06,,-4.89787200000001E-06
117,12/15/2018 17:14,7.826,12/15/2018 8:48,26P9,,4,12,15,8,48,4,12,15,17,14,,1,10,109.22,750.48,136.96,,506,-1.03362590988142E-05,-1.60355667984205E-06,-3.36824853438735E-05,,-4.56223011225298E-05
118,12/15/2018 18:05,0.091,12/15/2018 17:53,26P9,,4,12,15,17,53,4,12,15,18,5,,1,2,136.96,0,156.4,,12,-8.257431E-06,0,-8.551725E-06,,-1.6809156E-05
119,12/15/2018 8:24,1.5538,12/15/2018 8:08,44P8,,4,12,15,8,8,4,12,15,8,24,,1,1,109.22,0,0,,16,-8.65342296E-05,0,0,,-8.65342296E-05
120,12/15/2018 10:14,1.0054,12/15/2018 10:03,44P8,,4,12,15,10,3,4,12,15,10,14,,1,1,90.26,0,0,,11,1.26318456E-05,0,0,,1.26318456E-05
121,12/15/2018 17:49,2.1022,12/15/2018 17:03,44P8,,4,12,15,17,3,4,12,15,17,49,,1,1,136.96,0,0,,46,-0.0003270098232,0,0,,-0.0003270098232
122,12/15/2018 17:08,1.328,12/15/2018 16:38,55P7,,4,12,15,16,38,4,12,15,17,8,,1,2,104.3,0,136.96,,30,-3.6987456E-05,0,-5.50875648E-05,,-9.20750208E-05
123,12/15/2018 17:35,3.22379999999999,12/15/2018 5:18,30P9,,4,12,15,5,18,4,12,15,17,35,,1,13,90.98,1087.18,136.96,,737,1.83202823772048E-06,-5.28444246187245E-05,-2.38152647869742E-05,,-7.48276611679782E-05
124,12/15/2018 21:06,0.7164,12/15/2018 20:08,30P9,,4,12,15,20,8,4,12,15,21,6,,1,2,141.37,0,130.78,,58,-0.000110109000166,0,-9.87950184827586E-06,,-0.000119988502014
125,12/15/2018 15:38,5.096,12/15/2018 7:28,16P7,,4,12,15,7,28,4,12,15,15,38,,1,9,122.4,660.15,95.25,,490,-3.4324992E-05,-8.76096000000007E-06,-2.13408E-06,,-4.52200320000001E-05
126,12/15/2018 16:11,0,12/15/2018 15:43,16P7,,4,12,15,15,43,4,12,15,16,11,,1,2,95.25,0,104.3,,28,0,0,0,,0
127,12/15/2018 2:01,0.42,12/15/2018 1:58,46P4,,4,12,15,1,58,4,12,15,2,1,,1,2,90.25,0,88.55,,3,3.52800000000001E-06,0,2.6208E-06,,6.14880000000001E-06
128,12/15/2018 5:57,0.84,12/15/2018 5:23,46P4,,4,12,15,5,23,4,12,15,5,57,,1,1,90.98,0,0,,34,8.37647999999998E-06,0,0,,8.37647999999998E-06
129,12/15/2018 15:21,9.87,12/15/2018 8:28,46P4,,4,12,15,8,28,4,12,15,15,21,,1,8,109.22,550.93,95.25,,413,-4.25902210169492E-05,5.97247322033897E-05,-2.71006779661017E-06,,1.44244433898304E-05
130,12/15/2018 2:42,1.0746,12/15/2018 1:13,52P9,,4,12,15,1,13,4,12,15,2,42,,1,2,90.25,0,88.55,,89,7.15031595505619E-06,0,9.49318543820226E-06,,1.66435013932584E-05
131,12/15/2018 7:36,1.66,12/15/2018 7:08,15P2,,4,12,15,7,8,4,12,15,7,36,,1,1,122.4,0,0,,28,-0.0001712124,0,0,,-0.0001712124
132,12/15/2018 13:44,1.89,12/15/2018 11:33,11P1,,4,12,15,11,33,4,12,15,13,44,,1,3,89.84,91.17,92.03,,131,5.48319297709923E-06,8.04014656488549E-06,3.93073832061067E-06,,1.74540778625954E-05
133,12/15/2018 14:21,0,12/15/2018 13:53,11P1,,4,12,15,13,53,4,12,15,14,21,,1,2,92.03,0,93.36,,28,0,0,0,,0
134,12/15/2018 4:26,9.45,12/15/2018 2:48,15P7,,4,12,15,2,48,4,12,15,4,26,,1,3,88.55,87.8,87.91,,98,2.16617142857143E-05,0.00012393,5.27101714285715E-05,,0.000198301885714
135,12/15/2018 2:38,1.371,12/15/2018 1:38,63P3,,4,12,15,1,38,4,12,15,2,38,,1,2,90.25,0,88.55,,60,6.33402000000001E-06,0,1.6254576E-05,,2.2588596E-05
136,12/15/2018 8:45,3.4732,12/15/2018 6:33,63P3,,4,12,15,6,33,4,12,15,8,45,,1,3,105.08,122.4,109.22,,132,-2.89769076E-05,-0.000162829930909,-6.59418594545455E-05,,-0.000257748697964
137,12/15/2018 15:57,4.3872,12/15/2018 9:03,63P3,,4,12,15,9,3,4,12,15,15,57,,1,7,94.27,456.66,95.25,,414,-1.13075311304347E-06,2.76736946086954E-05,-3.26178782608696E-06,,2.32811536695649E-05
138,12/15/2018 7:49,1.05,12/15/2018 7:03,59P0,,4,12,15,7,3,4,12,15,7,49,,1,1,122.4,0,0,,46,-0.000108297,0,0,,-0.000108297
139,12/15/2018 12:43,2.52,12/15/2018 10:03,59P0,,4,12,15,10,3,4,12,15,12,43,,1,3,90.26,89.84,91.17,,160,1.1279331E-05,1.330182E-05,6.29029799999999E-06,,3.08714489999999E-05
140,12/15/2018 13:40,6.64,12/15/2018 6:18,58P7,,4,12,15,6,18,4,12,15,13,40,,1,8,105.08,597.16,92.03,,442,-2.57351978280543E-05,-0.000112467779186,3.72080361990949E-06,,-0.000134482173394
141,12/15/2018 20:44,14.94,12/15/2018 7:23,42P5,,4,12,15,7,23,4,12,15,20,44,,1,14,122.4,1306.06,141.37,,801,-7.11781887640449E-05,-0.000729448017978,-0.000140689812135,,-0.000941316018876
142,12/15/2018 0:36,0.272999999999999,12/15/2018 0:33,28P5,,4,12,15,0,33,4,12,15,0,36,,1,1,93.34,0,0,,3,4.02948E-07,0,0,,4.02948E-07
143,12/15/2018 9:11,0.455,12/15/2018 9:03,28P5,,4,12,15,9,3,4,12,15,9,11,,1,1,94.27,0,0,,8,-8.51759999999997E-07,0,0,,-8.51759999999997E-07
144,12/15/2018 9:41,0.819,12/15/2018 9:28,28P5,,4,12,15,9,28,4,12,15,9,41,,1,1,94.27,0,0,,13,-1.53316799999999E-06,0,0,,-1.53316799999999E-06
145,12/15/2018 11:51,5.733,12/15/2018 10:03,28P5,,4,12,15,10,3,4,12,15,11,51,,1,2,90.26,0,89.84,,108,3.80155229999999E-05,0,3.81072509999999E-05,,7.61227739999998E-05
146,12/15/2018 19:07,1.183,12/15/2018 18:23,28P5,,4,12,15,18,23,4,12,15,19,7,,1,2,156.4,0,153,,44,-0.000224366166818,0,-4.01440295454545E-05,,-0.000264510196364
147,12/15/2018 22:43,2.639,12/15/2018 22:03,28P5,,4,12,15,22,3,4,12,15,22,43,,1,1,115.22,0,0,,40,-0.000203973588,0,0,,-0.000203973588
148,12/15/2018 15:42,4.774,12/15/2018 8:08,50P9,,4,12,15,8,8,4,12,15,15,42,,1,8,109.22,550.93,95.25,,454,-3.04524837356828E-05,2.62792926872246E-05,-2.38489691629956E-06,,-6.55808796475774E-06
149,12/15/2018 16:01,0,12/15/2018 15:48,50P9,,4,12,15,15,48,4,12,15,16,1,,1,2,95.25,0,104.3,,13,0,0,0,,0
150,12/15/2018 18:55,0.539,12/15/2018 18:13,50P9,,4,12,15,18,13,4,12,15,18,55,,1,1,156.4,0,0,,42,-0.00012156606,0,0,,-0.00012156606
151,12/15/2018 21:48,1.771,12/15/2018 19:13,50P9,,4,12,15,19,13,4,12,15,21,48,,1,3,153,141.37,130.78,,155,-0.000114544852258,-0.000117524931097,-7.31112675096774E-05,,-0.000305181050865
152,12/15/2018 23:00,0.539,12/15/2018 22:23,50P9,,4,12,15,22,23,4,12,15,23,0,,1,2,115.22,0,102.03,,37,-4.1660388E-05,0,0,,-4.1660388E-05
153,12/16/2018 5:28,10.292,12/15/2018 20:29,61P4,,4,12,15,20,29,4,12,16,5,28,,0,10,141.37,795.88,90.98,,539,-0.000101476293996,-0.00018922920846,5.33152332467531E-06,,-0.000285373979132
154,12/15/2018 20:11,9.96,12/15/2018 18:23,35P6,,4,12,15,18,23,4,12,15,20,11,,1,3,156.4,153,141.37,,108,-0.0007695926,-0.00118026,-0.00017390824,,-0.00212376084
155,12/15/2018 7:51,0,12/15/2018 7:43,32P9,,4,12,15,7,43,4,12,15,7,51,,1,1,122.4,0,0,,8,0,0,0,,0
156,12/15/2018 16:37,7.46199999999999,12/15/2018 8:43,32P9,,4,12,15,8,43,4,12,15,16,37,,1,9,109.22,646.18,104.3,,474,-1.49045421265823E-05,3.42420789873417E-05,-2.21224686075949E-05,,-2.78493174683548E-06
157,12/15/2018 21:13,0,12/15/2018 21:08,32P9,,4,12,15,21,8,4,12,15,21,13,,1,1,130.78,0,0,,5,0,0,0,,0
158,12/15/2018 21:44,0,12/15/2018 21:23,32P9,,4,12,15,21,23,4,12,15,21,44,,1,1,130.78,0,0,,21,0,0,0,,0
159,12/15/2018 2:11,10.292,12/15/2018 0:43,35P2,,4,12,15,0,43,4,12,15,2,11,,1,3,93.34,90.25,88.55,,88,2.93462345454546E-06,8.84176363636365E-05,2.408328E-05,,0.000115435539818
160,12/15/2018 13:29,18.924,12/15/2018 10:28,35P2,,4,12,15,10,28,4,12,15,13,29,,1,4,90.26,181.01,92.03,,181,4.20351179668507E-05,0.000146565857238,1.87742808397789E-05,,0.000207375256044
161,12/15/2018 9:39,1.078,12/15/2018 9:03,11P5,,4,12,15,9,3,4,12,15,9,39,,1,1,94.27,0,0,,36,-2.01801599999999E-06,0,0,,-2.01801599999999E-06
162,12/15/2018 13:39,5.082,12/15/2018 10:03,11P5,,4,12,15,10,3,4,12,15,13,39,,1,4,90.26,181.01,92.03,,216,1.6849371E-05,3.29821800000001E-05,5.68167599999998E-06,,5.5513227E-05
163,12/15/2018 14:03,0,12/15/2018 13:58,11P5,,4,12,15,13,58,4,12,15,14,3,,1,2,92.03,0,93.36,,5,0,0,0,,0
164,12/15/2018 17:00,7.007,12/15/2018 14:58,11P5,,4,12,15,14,58,4,12,15,17,0,,1,4,93.36,199.55,136.96,,122,1.61275868852457E-07,-0.00014949032459,0,,-0.000149329048721
165,12/15/2018 12:46,5.976,12/15/2018 10:43,61P2,,4,12,15,10,43,4,12,15,12,46,,1,3,90.26,89.84,91.17,,123,1.03772511219512E-05,4.10332565853658E-05,2.07580003902439E-05,,7.21685080975609E-05
166,12/15/2018 15:42,0.332,12/15/2018 15:18,61P2,,4,12,15,15,18,4,12,15,15,42,,1,1,95.25,0,0,,24,-1.7928E-06,0,0,,-1.7928E-06
167,12/15/2018 23:02,3.276,12/15/2018 20:58,19P3,,4,12,15,20,58,4,12,15,23,2,,1,4,141.37,246,102.03,,124,-9.05824567741936E-06,-0.000333834967742,-1.57501625806452E-06,,-0.000344468229677
168,12/15/2018 15:17,13.944,12/15/2018 11:08,57P1,,4,12,15,11,8,4,12,15,15,17,,1,5,89.84,276.56,95.25,,249,4.09893119999999E-05,5.67302400000001E-05,-5.1408E-06,,9.25787520000001E-05
169,12/15/2018 1:29,0.728,12/15/2018 0:28,42P6,,4,12,15,0,28,4,12,15,1,29,,1,2,93.34,0,90.25,,61,5.63686819672133E-07,0,4.3608393442623E-06,,4.92452616393444E-06
170,12/15/2018 16:13,6.36999999999999,12/15/2018 6:58,42P6,,4,12,15,6,58,4,12,15,16,13,,1,11,105.08,877.8,104.3,,555,-9.36286702702701E-07,-8.44145513513512E-05,-5.66688972972972E-06,,-9.10177277837837E-05
171,12/16/2018 0:07,2.18399999999999,12/15/2018 23:38,42P6,,4,12,15,23,38,4,12,16,0,7,,0,2,102.03,0,93.34,,29,-4.9386716689655E-05,0,7.7810648275862E-07,,-4.86086102068964E-05
172,12/15/2018 8:24,2.988,12/15/2018 7:58,33P8,,4,12,15,7,58,4,12,15,8,24,,1,2,122.4,0,109.22,,26,-2.37063323076923E-05,0,-0.000153607104,,-0.000177313436308
173,12/15/2018 10:39,2.656,12/15/2018 10:03,33P8,,4,12,15,10,3,4,12,15,10,39,,1,1,90.26,0,0,,36,3.33699839999999E-05,0,0,,3.33699839999999E-05
174,12/15/2018 0:40,0,12/15/2018 0:23,55P5,,4,12,15,0,23,4,12,15,0,40,,1,1,93.34,0,0,,17,0,0,0,,0
175,12/15/2018 21:55,9.296,12/15/2018 19:13,55P5,,4,12,15,19,13,4,12,15,21,55,,1,3,153,141.37,130.78,,162,-0.000575267466667,-0.000590234026667,-0.000420726631111,,-0.001586228124444
176,12/15/2018 20:58,6.44759999999999,12/15/2018 19:53,45P5,,4,12,15,19,53,4,12,15,20,58,,1,2,153,0,141.37,,65,-0.000148106331692,0,-0.000986289967163,,-0.001134396298855
177,12/15/2018 21:10,0,12/15/2018 21:03,45P5,,4,12,15,21,3,4,12,15,21,10,,1,1,130.78,0,0,,7,0,0,0,,0
178,12/15/2018 21:24,0.332,12/15/2018 21:08,26P6,,4,12,15,21,8,4,12,15,21,24,,1,1,130.78,0,0,,16,-4.4258256E-05,0,0,,-4.4258256E-05
179,12/16/2018 8:56,12.284,12/15/2018 22:23,26P6,,4,12,15,22,23,4,12,16,8,56,,0,11,115.22,868.34,109.22,,633,-5.54973654597157E-05,-0.000103073821422,-6.05225111658768E-05,,-0.000219093698047
180,12/15/2018 17:22,8.281,12/15/2018 4:03,40P9,,4,12,15,4,3,4,12,15,17,22,,1,14,87.91,1178.16,136.96,,799,1.24201319249061E-05,-0.000119007608711,-3.54687148836045E-05,,-0.00014205619167
181,12/15/2018 0:24,2.656,12/15/2018 0:03,56P4,,4,12,15,0,3,4,12,15,0,24,,1,1,93.34,0,0,,21,3.92025600000001E-06,0,0,,3.92025600000001E-06
182,12/15/2018 9:26,2.988,12/15/2018 9:03,56P4,,4,12,15,9,3,4,12,15,9,26,,1,1,94.27,0,0,,23,-5.59353599999998E-06,0,0,,-5.59353599999998E-06
183,12/15/2018 12:19,14.608,12/15/2018 10:03,56P4,,4,12,15,10,3,4,12,15,12,19,,1,3,90.26,89.84,91.17,,136,7.6922720470588E-05,9.07156799999999E-05,1.89551689411764E-05,,0.000186593569412
184,12/15/2018 15:01,0,12/15/2018 14:53,56P4,,4,12,15,14,53,4,12,15,15,1,,1,2,93.36,0,95.25,,8,0,0,0,,0
185,12/15/2018 1:44,0.996,12/15/2018 1:18,61P8,,4,12,15,1,18,4,12,15,1,44,,1,1,90.25,0,0,,26,1.25496E-05,0,0,,1.25496E-05
186,12/15/2018 18:15,11.952,12/15/2018 5:43,58P3,,4,12,15,5,43,4,12,15,18,15,,1,14,90.98,1224.14,156.4,,752,2.69434953191489E-06,-0.000340349729362,-5.37696957446808E-05,,-0.000391425075574
187,12/15/2018 20:14,0,12/15/2018 19:53,58P3,,4,12,15,19,53,4,12,15,20,14,,1,2,153,0,141.37,,21,0,0,0,,0
